user_id,age,device_type,sessions_last_30_days,avg_session_duration_minutes,content_views_last_30_days,likes_last_30_days,shares_last_30_days,days_since_last_login,notifications_clicked_last_30_days,churn
U02915,37,Web,33,13.5,85,24,4,18,10,0
U02916,39,Web,14,16.0,36,7,0,24,6,0
U02917,47,Web,10,6.9,24,6,0,29,1,0
U02918,63,Android,25,5.8,73,14,3,14,6,0
U02919,58,Web,13,4.5,26,1,0,36,1,0
U02920,36,Android,24,13.9,79,21,1,12,14,0
U02921,33,iOS,19,11.1,52,11,1,19,12,0
U02922,54,Android,17,9.3,30,5,1,31,3,0
U02923,23,Web,11,6.2,29,4,0,26,6,1
U02924,43,iOS,11,9.5,32,8,0,39,5,1
U02925,38,Web,15,3.0,31,3,0,28,7,0
U02926,26,Android,18,9.7,38,4,1,22,8,1
U02927,47,Android,4,0.6,7,2,0,49,2,1
U02928,33,Android,19,6.8,50,14,0,19,8,0
U02929,26,Android,11,6.2,25,3,0,33,3,0
U02930,49,iOS,12,4.6,34,2,1,27,1,0
U02931,26,Android,21,13.7,61,12,2,16,4,0
U02932,50,iOS,10,6.2,28,1,0,37,2,1
U02933,25,Android,11,7.5,16,3,0,40,5,1
U02934,38,Android,38,14.9,124,22,4,5,11,0
U02935,56,iOS,12,6.1,19,3,0,39,2,1
U02936,28,Android,18,8.0,53,9,0,31,7,0
U02937,54,Android,12,10.0,20,4,0,31,6,0
U02938,52,Android,25,16.3,62,13,3,21,13,0
U02939,61,Android,17,3.4,32,5,1,31,6,0
U02940,26,iOS,7,11.4,16,3,1,34,9,0
U02941,52,Android,12,5.1,31,2,0,29,2,0
U02942,62,Android,23,12.8,60,15,1,11,15,0
U02943,54,iOS,21,13.1,57,5,0,41,7,0
U02944,27,iOS,11,4.7,33,14,1,29,3,0
U02945,57,iOS,28,17.4,106,27,5,3,19,0
U02946,23,Android,7,4.8,11,1,1,40,2,1
U02947,46,Web,2,2.2,3,0,0,44,4,1
U02948,41,Android,23,9.6,61,14,2,17,10,0
U02949,43,Android,12,6.0,24,1,0,32,10,0
U02950,42,Web,19,9.8,41,9,2,25,12,0
U02951,19,iOS,31,18.0,125,43,6,0,15,0
U02952,42,iOS,21,13.5,57,8,1,28,8,0
U02953,62,Web,19,15.5,51,16,2,12,17,0
U02954,38,Android,16,6.8,43,6,0,21,4,1
U02955,31,Web,11,4.4,26,5,2,26,9,0
U02956,65,iOS,12,9.5,38,11,1,33,5,0
U02957,22,Android,17,6.0,38,7,1,27,6,0
U02958,41,Android,29,16.4,100,30,3,0,17,0
U02959,42,Android,32,12.1,102,23,3,5,12,0
U02960,40,Web,26,17.4,78,12,2,11,15,0
U02961,62,Android,25,15.2,71,18,2,11,7,0
U02962,38,Android,10,4.1,20,1,1,31,3,0
U02963,64,iOS,11,5.0,28,5,1,27,5,0
U02964,21,iOS,20,9.0,48,4,2,17,11,0
U02965,53,Android,26,7.7,81,19,2,15,14,0
U02966,46,Web,10,5.5,17,0,0,37,4,1
U02967,29,iOS,31,12.9,85,21,3,13,10,0
U02968,28,Web,23,9.3,59,12,1,17,10,0
U02969,52,Android,13,4.6,24,7,0,33,3,0
U02970,48,Android,28,11.9,102,25,3,4,7,0
U02971,47,iOS,24,8.9,63,11,2,20,8,0
U02972,20,Android,26,15.9,65,9,0,11,7,0
U02973,46,iOS,20,12.1,55,13,1,8,6,0
U02974,65,Android,12,4.1,36,5,1,39,2,0
U02975,18,iOS,27,12.9,106,29,2,13,14,0
U02976,40,Web,19,8.3,61,12,0,18,10,0
U02977,41,Web,20,10.4,57,12,1,25,9,0
U02978,61,Web,36,13.3,131,30,5,0,16,0
U02979,31,Web,37,14.5,117,29,4,4,12,0
U02980,40,Android,35,15.7,156,51,7,0,10,0
U02981,52,Android,12,10.8,39,8,1,31,6,1
U02982,20,Web,34,8.9,94,19,4,13,12,0
U02983,56,Web,36,10.4,96,20,6,15,17,0
U02984,57,Web,12,7.3,25,7,0,38,11,0
U02985,52,iOS,12,9.0,31,3,0,28,10,1
U02986,49,Android,35,20.8,133,36,8,0,15,0
U02987,53,Web,9,5.4,36,3,2,32,4,1
U02988,55,Web,10,7.4,28,3,0,30,4,1
U02989,61,iOS,15,6.7,39,7,0,31,8,0
U02990,38,Web,9,9.6,19,0,0,36,9,0
U02991,39,iOS,11,9.9,29,4,0,30,6,0
U02992,48,Web,8,6.7,12,0,0,40,2,1
U02993,27,Android,20,12.7,51,9,1,18,6,0
U02994,59,Web,9,6.3,21,2,0,33,6,1
U02995,54,Android,16,7.3,40,6,0,30,7,1
U02996,48,Android,29,8.0,84,20,1,19,9,0
U02997,32,Android,19,8.4,46,10,0,23,7,0
U02998,34,iOS,9,6.9,15,4,0,38,6,0
U02999,38,Android,36,18.3,122,32,5,17,20,0
U03000,49,Web,23,10.3,52,8,1,28,8,0
U03001,55,iOS,24,12.1,79,25,2,13,16,0
U03002,50,Web,20,13.2,38,6,0,24,8,0
U03003,62,Android,18,12.1,52,15,1,17,11,0
U03004,64,Android,23,12.5,54,13,0,15,17,0
U03005,51,iOS,11,13.4,19,5,0,32,7,0
U03006,35,iOS,23,11.1,65,13,2,17,20,0
U03007,46,iOS,9,6.0,30,2,0,47,8,1
U03008,38,Web,32,9.0,97,22,2,13,13,0
U03009,48,Web,20,11.2,58,13,1,20,10,0
U03010,56,iOS,30,13.4,87,20,3,11,11,0
U03011,35,Web,25,10.9,64,13,3,12,14,0
U03012,42,iOS,18,11.9,48,12,2,18,8,0
U03013,20,iOS,32,19.5,109,35,9,0,15,0
U03014,53,Android,22,12.3,61,12,3,12,9,0
U03015,41,Android,47,12.1,152,49,9,0,20,0
U03016,40,Android,9,15.8,28,3,0,24,11,0
U03017,43,iOS,10,2.7,24,3,0,32,1,1
U03018,28,iOS,31,12.2,101,23,1,5,8,0
U03019,46,Android,4,0.6,13,1,0,37,0,0
U03020,53,iOS,24,10.2,74,12,1,21,16,0
U03021,34,Android,28,15.5,94,30,5,2,9,0
U03022,24,Android,12,6.6,27,4,0,35,1,0
U03023,36,Web,29,10.2,82,16,4,16,8,0
U03024,27,Android,10,6.3,27,3,0,39,2,0
U03025,35,Android,35,17.4,129,50,7,0,9,0
U03026,48,iOS,25,7.4,57,9,0,18,9,0
U03027,23,Android,8,0.5,17,1,0,44,1,1
U03028,53,iOS,25,10.4,80,22,3,10,6,0
U03029,28,Web,9,7.3,27,3,0,37,3,0
U03030,60,iOS,6,0.5,8,0,0,53,2,1
U03031,53,iOS,24,6.3,56,9,2,22,8,0
U03032,31,Android,38,14.8,132,28,5,2,16,0
U03033,45,iOS,9,6.9,22,1,0,33,9,0
U03034,23,Android,20,11.4,65,16,2,7,15,0
U03035,22,Android,31,16.6,104,27,6,4,7,0
U03036,63,Web,33,14.0,117,30,2,17,14,0
U03037,56,Android,28,11.1,73,21,4,9,5,0
U03038,25,iOS,34,10.5,124,37,7,21,14,0
U03039,31,Android,22,15.7,62,17,2,10,8,0
U03040,27,Web,11,8.2,17,2,0,38,3,0
U03041,36,Android,41,16.3,125,32,10,1,16,0
U03042,31,Android,24,9.6,73,21,5,11,5,0
U03043,33,Web,23,21.3,103,29,4,5,9,0
U03044,43,iOS,21,6.0,48,9,1,28,11,0
U03045,27,Web,21,8.4,58,8,0,24,7,0
U03046,60,Android,18,11.6,42,5,0,34,4,0
U03047,52,iOS,9,7.3,21,2,0,31,6,0
U03048,54,Web,12,9.8,33,4,2,34,5,1
U03049,26,iOS,13,6.0,38,6,1,23,3,0
U03050,51,iOS,6,0.5,12,1,0,53,1,0
U03051,58,Android,23,12.2,64,11,1,16,11,0
U03052,26,iOS,17,5.4,40,7,1,35,4,0
U03053,54,Web,12,12.4,30,6,0,34,1,0
U03054,35,iOS,26,7.4,74,15,4,20,7,0
U03055,55,Web,14,9.0,31,8,0,20,7,0
U03056,40,iOS,11,7.1,23,3,0,32,3,0
U03057,56,iOS,13,6.8,39,6,1,28,10,0
U03058,25,Android,21,12.6,57,12,2,10,14,0
U03059,36,iOS,24,8.8,60,11,2,21,9,0
U03060,31,Web,16,16.0,50,7,2,18,7,0
U03061,29,iOS,13,3.5,31,5,0,38,4,1
U03062,32,Android,20,4.7,53,17,3,28,8,0
U03063,36,iOS,3,3.9,10,2,0,46,2,1
U03064,24,iOS,31,15.5,113,40,5,0,11,0
U03065,51,Web,20,5.2,41,7,3,24,6,0
U03066,44,Android,40,17.8,132,34,6,0,14,0
U03067,57,Android,24,13.7,75,18,3,15,13,0
U03068,51,Android,6,2.5,9,1,1,40,2,1
U03069,25,Android,30,12.2,107,24,5,0,11,0
U03070,21,Web,7,4.1,6,0,0,48,1,1
U03071,38,Android,17,10.3,63,9,0,28,10,0
U03072,41,iOS,28,11.1,71,12,3,16,12,0
U03073,29,Android,12,8.6,27,4,0,27,7,0
U03074,55,Android,9,6.5,14,1,0,33,3,1
U03075,45,Web,40,16.5,154,45,8,5,22,0
U03076,53,iOS,35,19.3,125,31,5,5,20,0
U03077,23,Android,25,13.9,80,13,2,11,15,0
U03078,57,Android,34,10.5,127,39,5,1,15,0
U03079,27,Web,12,5.1,25,1,0,32,3,1
U03080,39,Web,22,7.0,59,5,0,34,3,0
U03081,39,Android,8,5.0,14,1,0,32,4,0
U03082,57,iOS,33,18.5,115,33,9,1,13,0
U03083,31,Android,28,14.9,94,26,2,6,10,0
U03084,29,iOS,32,13.1,101,33,4,0,12,0
U03085,34,Android,21,9.6,60,16,1,20,7,0
U03086,35,Web,20,7.9,56,10,1,44,11,1
U03087,26,Web,4,2.2,11,2,0,41,6,1
U03088,26,Android,26,18.0,88,22,5,4,8,0
U03089,29,iOS,5,5.6,17,2,0,38,2,0
U03090,40,Android,33,16.1,134,32,5,5,14,0
U03091,34,Android,17,9.0,37,6,2,30,1,0
U03092,36,Android,27,13.6,83,18,2,16,4,0
U03093,52,Android,16,10.8,42,8,0,26,4,0
U03094,29,Web,10,9.8,27,6,0,33,1,0
U03095,61,Android,20,14.1,68,17,4,10,8,0
U03096,54,Web,2,0.5,2,1,0,46,0,1
U03097,26,Android,9,12.9,18,6,0,27,5,0
U03098,33,iOS,7,6.1,11,1,0,36,3,1
U03099,26,iOS,14,2.5,29,4,0,33,3,0
U03100,31,Web,20,9.6,61,15,3,20,13,0
U03101,35,Android,15,6.4,29,5,0,30,3,1
U03102,24,Android,7,5.7,22,1,0,52,1,1
U03103,18,iOS,14,4.4,27,3,0,34,9,0
U03104,39,iOS,16,5.7,48,6,0,23,8,0
U03105,51,iOS,9,5.4,16,1,0,48,4,1
U03106,32,Android,29,11.9,95,29,1,8,13,0
U03107,59,Android,33,12.2,112,37,3,13,17,0
U03108,35,Web,5,6.4,11,0,0,39,4,0
U03109,61,iOS,11,2.5,29,2,0,31,6,1
U03110,29,iOS,14,5.5,44,4,0,34,1,0
U03111,43,Android,16,5.2,31,7,1,34,8,0
U03112,54,Android,15,5.0,21,1,0,49,1,0
U03113,20,Web,3,1.3,7,2,0,41,0,1
U03114,62,iOS,10,6.4,22,3,1,37,4,1
U03115,35,Android,38,17.0,140,37,3,4,17,0
U03116,41,Web,10,5.9,25,4,1,26,7,0
U03117,48,iOS,24,14.1,92,25,5,7,13,0
U03118,48,Android,23,8.4,67,11,2,29,9,0
U03119,19,Android,15,12.1,33,12,0,29,6,0
U03120,59,iOS,14,8.5,38,3,1,34,6,0
U03121,47,Android,19,3.7,48,11,0,26,5,0
U03122,65,iOS,14,15.6,50,12,2,24,6,0
U03123,40,iOS,29,14.3,85,15,1,10,10,0
U03124,47,Android,18,8.2,46,7,1,43,8,0
U03125,39,Web,13,6.6,27,3,0,28,5,0
U03126,60,Android,11,9.4,31,6,0,29,6,0
U03127,57,Android,23,14.2,75,18,2,11,8,0
U03128,61,iOS,18,17.0,58,19,2,7,11,0
U03129,42,iOS,34,9.7,92,24,0,15,9,0
U03130,55,Android,36,7.9,101,25,4,7,8,0
U03131,35,iOS,12,9.7,33,8,2,25,7,0
U03132,40,Web,6,2.9,17,2,0,48,2,1
U03133,54,Web,11,5.3,25,7,0,37,3,0
U03134,21,Web,17,7.9,45,4,0,36,5,0
U03135,52,Android,14,3.8,32,2,0,36,3,0
U03136,18,Android,15,13.6,38,8,2,19,13,0
U03137,45,iOS,19,10.6,46,16,3,27,4,0
U03138,40,Android,19,10.9,61,9,1,17,11,0
U03139,40,iOS,12,0.5,24,3,0,39,2,0
U03140,41,Android,7,1.1,19,2,0,46,3,1
U03141,41,Android,21,11.5,65,6,2,24,8,0
U03142,37,Android,23,9.4,71,16,2,13,15,0
U03143,39,Android,19,12.7,51,17,2,14,13,0
U03144,45,Android,30,15.8,91,17,3,12,7,0
U03145,54,iOS,31,14.8,112,29,6,12,17,0
U03146,44,iOS,31,15.8,122,35,8,2,10,0
U03147,48,Android,9,9.7,25,4,1,42,5,0
U03148,58,Android,21,13.2,78,25,2,14,13,0
U03149,65,Web,15,10.1,31,8,3,21,7,0
U03150,23,Android,15,9.2,47,10,0,21,7,0
U03151,52,iOS,8,5.7,13,3,0,42,4,0
U03152,28,iOS,50,17.7,167,49,6,0,15,0
U03153,27,iOS,13,7.9,27,5,0,41,4,1
U03154,56,Web,18,6.2,48,9,0,27,6,0
U03155,21,iOS,13,3.2,15,2,0,32,5,0
U03156,58,Web,9,6.2,13,2,0,41,0,1
U03157,54,Web,17,3.8,39,7,0,29,3,0
U03158,65,Android,25,11.5,82,22,1,7,10,0
U03159,50,Android,28,14.0,86,28,5,9,15,0
U03160,59,Android,6,5.1,11,2,0,49,1,1
U03161,23,Android,26,16.0,96,27,6,8,12,0
U03162,60,iOS,22,9.2,73,16,5,13,4,0
U03163,25,Android,13,6.9,35,10,1,28,7,0
U03164,33,Android,20,7.8,41,6,0,23,7,0
U03165,24,Android,15,4.9,30,6,1,31,3,0
U03166,37,iOS,39,10.6,154,41,10,2,15,0
U03167,53,iOS,16,9.9,36,5,0,43,7,0
U03168,30,Web,24,9.4,83,19,2,20,7,0
U03169,57,Android,28,11.2,78,22,1,9,9,0
U03170,47,Android,24,13.8,55,10,0,13,12,0
U03171,48,Web,26,10.5,84,22,6,22,13,0
U03172,63,iOS,37,20.2,131,29,6,6,19,0
U03173,38,iOS,24,10.8,76,17,0,12,10,0
U03174,34,iOS,25,8.3,63,14,0,19,10,0
U03175,65,Android,11,7.4,34,8,0,36,10,1
U03176,44,Web,8,8.3,21,3,0,37,5,0
U03177,47,iOS,23,12.1,76,18,2,9,12,0
U03178,32,iOS,9,1.7,14,2,0,42,6,1
U03179,28,iOS,14,8.7,35,4,0,30,5,0
U03180,26,Android,13,13.3,59,16,4,17,9,0
U03181,28,Android,19,8.8,54,15,2,26,9,0
U03182,27,iOS,23,9.9,63,2,0,21,8,0
U03183,53,iOS,12,8.2,34,5,0,25,5,0
U03184,20,Android,22,11.7,60,9,1,39,11,0
U03185,48,Android,48,18.5,162,39,2,0,15,0
U03186,63,Web,28,14.2,93,25,4,5,12,0
U03187,54,Android,14,2.4,39,7,0,35,5,1
U03188,37,Android,22,10.1,61,10,1,22,9,0
U03189,20,iOS,18,13.6,47,7,1,34,13,0
U03190,58,Web,0,4.0,1,0,1,46,1,0
U03191,18,iOS,8,1.5,19,3,1,50,3,0
U03192,50,Web,29,14.9,93,21,2,21,10,0
U03193,50,Android,8,2.7,18,2,0,54,3,0
U03194,27,Web,13,11.1,32,3,1,42,2,1
U03195,53,Web,17,11.3,40,3,0,49,5,1
U03196,26,iOS,4,3.0,7,0,0,39,0,1
U03197,28,iOS,17,5.7,44,14,1,24,4,0
U03198,56,Android,21,6.7,59,12,1,32,15,0
U03199,64,Android,23,9.4,61,14,1,19,12,0
U03200,30,Android,13,9.9,16,3,1,32,8,1
U03201,62,Android,10,6.6,16,1,1,29,3,0
U03202,61,Web,22,11.1,69,10,4,16,8,0
U03203,54,Android,30,13.3,112,35,6,8,3,0
U03204,24,iOS,16,9.4,54,12,0,20,3,0
U03205,32,Android,11,1.8,16,3,0,41,4,0
U03206,50,Android,9,8.2,29,5,0,37,4,0
U03207,65,Android,20,15.9,63,26,5,11,7,0
U03208,57,Android,24,5.2,62,10,0,29,6,0
U03209,38,iOS,10,2.5,28,3,0,30,5,1
U03210,29,Web,18,13.9,42,9,1,21,8,0
U03211,64,Android,30,13.3,85,17,5,23,8,0
U03212,31,Web,11,5.2,39,6,1,28,7,0
U03213,34,iOS,10,2.8,15,1,0,42,3,0
U03214,64,iOS,24,12.7,53,11,1,18,10,0
U03215,44,Android,8,6.9,13,1,1,37,4,0
U03216,30,Android,26,12.4,89,22,4,19,10,0
U03217,18,Web,12,9.4,24,4,0,27,4,0
U03218,38,iOS,27,13.0,73,18,1,11,8,0
U03219,65,Android,37,12.0,122,32,3,7,19,0
U03220,38,Web,9,8.9,19,5,0,43,3,0
U03221,51,Android,19,12.1,64,19,2,10,11,0
U03222,30,iOS,12,4.2,26,5,0,36,5,0
U03223,55,Android,18,12.4,32,6,3,39,8,0
U03224,55,Web,19,7.0,46,10,0,24,7,0
U03225,47,Android,19,12.6,47,7,0,31,5,0
U03226,55,Android,27,14.3,94,27,4,7,8,0
U03227,45,iOS,9,5.2,23,2,0,41,4,1
U03228,36,Android,26,15.7,80,19,1,6,14,0
U03229,53,Web,13,7.9,21,5,0,52,7,1
U03230,58,iOS,28,14.8,85,11,1,17,15,0
U03231,58,Android,18,10.4,42,9,0,17,12,0
U03232,28,Android,23,9.8,66,9,3,25,9,0
U03233,50,Web,1,0.7,2,0,0,50,1,0
U03234,18,iOS,31,11.3,77,16,1,14,7,0
U03235,45,Web,9,4.9,18,3,0,54,2,1
U03236,45,Android,12,7.0,33,2,2,33,2,0
U03237,35,Web,10,3.2,21,4,1,36,3,0
U03238,65,iOS,32,12.9,111,29,4,0,16,0
U03239,60,iOS,19,8.3,56,12,2,16,11,0
U03240,19,Android,18,10.4,63,11,1,19,13,0
U03241,28,Android,15,13.9,51,14,1,22,10,0
U03242,27,Web,4,2.2,8,2,0,38,5,0
U03243,61,Web,21,8.4,55,7,0,33,4,0
U03244,42,Android,9,9.7,14,1,0,41,4,1
U03245,52,Web,27,11.0,94,30,2,13,9,0
U03246,56,Android,31,17.1,95,29,3,5,14,0
U03247,54,Android,20,13.9,62,14,1,16,8,0
U03248,22,Android,24,13.5,75,23,3,5,13,0
U03249,24,Android,16,9.7,52,12,3,19,6,0
U03250,36,Android,7,1.9,16,1,0,41,2,1
U03251,34,Android,12,7.7,25,4,0,27,8,0
U03252,53,Android,12,6.2,22,1,0,38,5,0
U03253,25,iOS,13,5.4,37,8,1,29,2,1
U03254,35,Web,13,8.4,40,5,0,28,6,0
U03255,29,iOS,15,7.9,37,7,0,27,6,0
U03256,27,Android,30,12.9,94,26,3,9,13,0
U03257,26,iOS,5,4.9,12,1,0,37,1,1
U03258,27,Android,9,7.4,19,1,0,38,4,0
U03259,45,iOS,14,4.7,25,2,1,33,9,0
U03260,37,iOS,29,17.7,125,33,6,8,17,0
U03261,38,Android,9,2.5,18,2,0,51,2,1
U03262,41,Android,25,13.9,73,22,1,18,7,0
U03263,53,Web,10,9.4,22,3,0,32,2,0
U03264,59,Web,4,4.6,8,1,0,42,1,0
U03265,43,iOS,8,2.5,10,3,0,38,4,0
U03266,48,Web,3,3.8,9,0,0,44,1,1
U03267,53,Web,18,11.9,58,6,0,29,2,0
U03268,51,Android,31,17.8,101,26,6,15,9,0
U03269,24,iOS,13,11.1,39,8,1,27,7,0
U03270,65,Android,15,6.7,27,3,1,27,8,0
U03271,25,iOS,6,5.9,8,1,0,43,0,0
U03272,37,Android,23,14.5,65,17,0,11,10,0
U03273,49,Web,10,3.7,37,3,0,30,5,0
U03274,37,iOS,13,9.0,20,3,0,50,6,1
U03275,29,Android,24,13.3,80,18,4,10,13,0
U03276,62,Android,15,8.0,43,11,0,30,7,0
U03277,21,Android,21,14.7,70,19,3,14,14,0
U03278,29,iOS,23,8.1,58,15,1,20,9,0
U03279,65,Web,28,16.8,92,18,5,6,10,0
U03280,53,Android,11,4.2,25,1,0,36,4,1
U03281,22,iOS,16,7.4,35,8,0,18,10,0
U03282,54,iOS,16,9.2,54,10,2,16,6,0
U03283,64,Android,24,6.5,83,21,1,15,6,0
U03284,22,iOS,15,4.3,34,2,0,25,5,0
U03285,37,Android,13,10.3,37,6,1,32,7,0
U03286,40,Android,18,0.9,31,5,0,35,4,0
U03287,24,Android,22,14.6,66,18,1,13,7,0
U03288,27,Web,3,0.5,6,1,0,47,1,1
U03289,26,Android,13,9.9,22,4,0,32,3,0
U03290,26,Android,12,3.5,21,1,0,39,4,0
U03291,37,iOS,6,1.8,9,3,1,36,7,1
U03292,40,Web,11,10.6,26,5,2,23,3,0
U03293,29,iOS,20,5.7,41,3,0,33,2,0
U03294,31,Android,36,15.9,109,23,4,4,13,0
U03295,27,iOS,5,4.0,11,1,0,44,4,1
U03296,56,Android,5,4.5,11,2,0,36,9,1
U03297,28,iOS,13,4.7,35,1,0,33,4,0
U03298,61,Android,12,4.7,22,2,0,37,5,0
U03299,43,Android,25,12.0,78,16,3,16,14,0
U03300,56,Android,12,6.2,18,1,1,36,5,0
U03301,48,iOS,8,4.7,23,7,0,36,5,0
U03302,30,Android,17,10.1,36,10,1,27,13,0
U03303,46,Android,11,3.9,22,2,0,37,3,1
U03304,31,iOS,30,8.0,98,24,1,22,9,0
U03305,23,iOS,28,6.1,76,12,2,20,10,0
U03306,30,Android,17,8.4,52,8,1,14,8,0
U03307,31,iOS,10,14.7,14,2,1,33,7,1
U03308,24,iOS,17,9.9,55,9,1,22,5,0
U03309,19,Android,13,10.4,41,6,1,28,12,0
U03310,63,Web,26,16.1,92,17,0,10,14,0
U03311,42,Web,24,18.8,84,17,3,17,6,0
U03312,37,Android,27,13.7,99,37,6,13,12,0
U03313,62,Android,12,3.3,22,2,0,34,3,0
U03314,28,Android,30,12.3,92,26,3,6,12,0
U03315,37,Android,11,3.3,20,3,0,43,2,1
U03316,58,iOS,15,5.0,40,6,1,22,4,0
U03317,48,Web,7,9.2,25,5,1,40,4,0
U03318,37,Web,12,5.7,25,4,1,34,5,0
U03319,30,Android,22,11.2,63,13,0,17,11,0
U03320,19,Android,10,2.1,21,5,0,33,6,0
U03321,22,Android,20,13.6,57,11,2,20,11,0
U03322,25,iOS,19,9.2,44,9,2,28,10,0
U03323,55,Android,19,12.1,48,12,2,31,3,1
U03324,48,Web,15,7.5,34,2,1,25,3,0
U03325,38,Web,23,9.4,59,14,3,21,8,0
U03326,55,Android,31,11.3,103,21,2,7,12,0
U03327,25,iOS,6,6.7,14,0,0,38,5,0
U03328,28,iOS,10,0.5,24,3,0,36,3,1
U03329,36,Web,5,5.8,16,0,0,52,4,1
U03330,62,iOS,24,15.0,68,16,1,13,11,0
U03331,47,Android,13,3.6,34,4,0,28,5,1
U03332,58,iOS,13,10.9,31,3,0,26,6,0
U03333,29,Android,28,19.8,98,28,10,2,7,0
U03334,58,iOS,8,4.0,15,3,0,41,2,0
U03335,21,Android,15,7.9,37,3,0,37,3,0
U03336,28,iOS,14,11.3,36,5,1,21,10,0
U03337,43,Web,4,2.0,11,1,0,55,1,0
U03338,20,Android,33,12.3,109,27,3,5,12,0
U03339,59,Android,38,18.6,117,34,2,0,7,0
U03340,59,iOS,7,3.4,14,4,0,54,4,1
U03341,43,Android,12,10.5,29,2,1,43,4,1
U03342,32,iOS,13,10.5,46,12,1,20,9,0
U03343,22,iOS,20,12.7,58,19,4,14,8,0
U03344,47,Android,18,7.5,40,5,0,26,3,0
U03345,43,Web,24,15.1,90,24,2,10,15,0
U03346,54,iOS,31,12.9,118,28,3,6,19,0
U03347,46,iOS,35,15.7,85,18,4,7,11,0
U03348,24,Android,21,11.7,68,18,0,14,12,0
U03349,23,Android,10,9.0,13,0,0,30,7,1
U03350,55,Android,25,8.0,68,14,1,17,7,0
U03351,25,Web,14,6.6,35,6,1,35,3,0
U03352,63,Web,19,11.4,50,8,2,26,4,0
U03353,23,Web,6,12.2,14,2,1,40,7,0
U03354,52,Android,31,15.3,106,29,4,22,14,0
U03355,64,iOS,18,10.3,55,11,1,14,4,0
U03356,39,iOS,20,7.7,73,12,1,19,12,0
U03357,20,iOS,13,8.0,35,6,0,38,6,0
U03358,60,Android,14,8.7,25,2,0,49,4,1
U03359,26,Web,24,11.1,84,20,5,12,10,0
U03360,43,Android,14,6.3,32,7,2,28,5,0
U03361,65,Android,20,8.9,46,8,0,23,8,0
U03362,53,Web,17,11.3,38,6,0,34,4,1
U03363,20,iOS,27,13.1,87,20,5,18,10,0
U03364,57,Android,7,4.6,11,3,0,39,5,0
U03365,25,iOS,15,6.7,48,6,1,38,11,0
U03366,53,Web,3,3.4,4,1,0,48,1,1
U03367,47,Android,22,13.4,59,15,2,17,3,1
U03368,31,iOS,37,12.1,135,29,5,4,16,0
U03369,38,Android,16,10.2,46,6,1,33,5,0
U03370,23,Android,5,5.9,13,2,0,50,0,1
U03371,65,Android,26,11.1,81,19,0,13,18,0
U03372,29,iOS,21,10.2,48,8,0,28,7,0
U03373,32,Android,13,13.3,26,6,0,40,10,0
U03374,42,Android,18,5.0,47,6,0,26,11,0
U03375,50,iOS,23,13.5,77,22,3,16,12,0
U03376,42,iOS,18,8.5,50,9,1,37,8,0
U03377,42,iOS,13,6.1,27,1,0,33,5,0
U03378,45,Web,19,10.0,45,11,1,12,7,0
U03379,59,Android,9,1.8,18,2,0,44,5,0
U03380,36,Android,16,4.5,45,6,0,30,8,1
U03381,57,iOS,19,10.1,45,6,0,20,10,0
U03382,55,iOS,20,7.5,55,12,1,21,7,0
U03383,64,Android,24,17.4,96,28,3,8,10,0
U03384,61,Android,16,14.0,55,13,1,19,5,0
U03385,56,Android,39,14.2,165,37,5,0,18,0
U03386,29,Android,31,14.0,95,27,6,7,10,0
U03387,55,Web,22,11.7,71,12,2,19,6,0
U03388,53,iOS,32,19.3,118,20,2,9,12,0
U03389,31,Android,6,3.6,10,0,0,36,4,1
U03390,50,iOS,8,3.9,13,1,0,42,1,1
U03391,30,iOS,25,17.5,86,18,3,16,8,0
U03392,43,Android,11,0.5,13,2,0,45,2,1
U03393,56,Android,21,16.8,77,16,6,10,8,0
U03394,27,iOS,25,10.9,74,21,1,13,6,0
U03395,34,Android,16,2.1,33,8,1,31,5,0
U03396,56,iOS,28,15.5,84,20,5,10,12,0
U03397,39,iOS,6,7.6,12,1,0,30,3,0
U03398,64,iOS,6,4.9,12,1,0,44,3,1
U03399,18,Web,7,8.6,21,1,0,32,5,0
U03400,52,iOS,11,7.4,27,7,0,29,9,1
U03401,57,iOS,31,18.1,98,16,4,12,13,0
U03402,62,Android,17,13.3,44,14,1,21,10,0
U03403,25,iOS,4,3.8,6,0,0,42,1,1
U03404,65,Web,5,5.3,6,0,0,38,4,1
U03405,36,Web,32,18.0,107,24,4,6,6,0
U03406,34,Web,6,4.5,14,0,1,42,2,0
U03407,35,Android,12,5.1,24,4,0,26,7,0
U03408,48,iOS,4,3.5,15,1,0,41,0,1
U03409,49,Web,3,1.1,5,1,0,46,0,1
U03410,40,iOS,27,11.2,65,15,3,15,6,0
U03411,21,iOS,8,3.6,16,3,0,34,2,1
U03412,65,iOS,15,5.9,38,8,0,29,11,0
U03413,28,iOS,19,11.5,46,6,0,31,5,0
U03414,22,Android,16,5.6,44,10,0,31,7,0
U03415,46,Android,11,9.0,31,7,1,24,9,0
U03416,37,Web,37,12.7,128,38,4,18,18,0
U03417,47,Web,14,6.8,43,5,0,30,6,0
U03418,60,Web,11,6.4,23,4,0,32,5,0
U03419,22,Android,8,0.5,14,1,0,40,1,1
U03420,31,Android,26,12.5,84,26,4,10,15,0
U03421,42,Android,3,2.8,3,0,0,52,1,0
U03422,55,Web,3,2.7,4,0,0,47,0,1
U03423,46,iOS,24,7.6,65,13,2,23,7,0
