user_id,age,device_type,sessions_last_30_days,avg_session_duration_minutes,content_views_last_30_days,likes_last_30_days,shares_last_30_days,days_since_last_login,notifications_clicked_last_30_days,churn,cluster,cluster_name
U02780,20,iOS,27,10.6,61,9,1,20,6,0,1,Casual Browsers
U02781,32,iOS,25,7.8,64,11,0,31,12,0,1,Casual Browsers
U02782,62,Android,30,19.0,93,20,3,3,16,0,2,Steady Engagers
U02783,54,iOS,13,8.2,24,3,0,30,5,1,3,At-Risk/Dormant
U02784,58,Android,16,9.5,47,15,2,21,10,0,1,Casual Browsers
U02785,61,Android,13,11.8,46,8,1,24,7,1,1,Casual Browsers
U02786,23,Web,15,5.5,34,8,2,33,11,0,1,Casual Browsers
U02787,31,iOS,14,12.1,35,7,1,33,9,0,1,Casual Browsers
U02788,20,Web,32,16.4,104,27,6,3,10,0,0,Power Users
U02789,18,iOS,31,15.8,96,28,7,10,15,0,0,Power Users
U02790,58,Android,17,6.5,49,13,0,24,8,0,1,Casual Browsers
U02791,62,iOS,11,1.2,18,1,0,37,5,1,3,At-Risk/Dormant
U02792,25,iOS,24,13.9,76,14,3,11,11,0,2,Steady Engagers
U02793,52,Android,21,7.8,54,8,1,30,6,0,1,Casual Browsers
U02794,43,Android,18,8.3,56,14,0,34,9,0,1,Casual Browsers
U02795,21,iOS,34,13.1,108,25,0,14,13,0,2,Steady Engagers
U02796,61,iOS,29,11.9,86,18,3,18,11,0,2,Steady Engagers
U02797,59,Android,26,9.8,66,8,1,19,4,0,1,Casual Browsers
U02798,45,Web,6,7.5,18,2,0,44,5,1,3,At-Risk/Dormant
U02799,51,Android,34,14.6,102,24,6,5,14,0,0,Power Users
U02800,37,Android,16,15.1,66,15,3,17,4,0,2,Steady Engagers
U02801,56,Android,10,6.8,18,3,0,35,4,0,3,At-Risk/Dormant
U02802,39,Web,18,6.6,57,16,3,32,3,0,1,Casual Browsers
U02803,65,Android,16,11.1,52,13,4,20,5,0,1,Casual Browsers
U02804,21,iOS,32,13.9,112,30,8,18,16,0,0,Power Users
U02805,26,Android,19,6.8,41,5,1,21,7,0,1,Casual Browsers
U02806,64,iOS,11,5.8,18,1,0,40,6,0,3,At-Risk/Dormant
U02807,31,iOS,13,8.4,38,5,2,26,2,0,1,Casual Browsers
U02808,32,Android,15,10.4,39,7,0,23,5,0,1,Casual Browsers
U02809,55,Web,19,3.4,48,7,0,27,2,0,3,At-Risk/Dormant
U02810,27,Android,18,5.7,43,10,0,15,10,0,1,Casual Browsers
U02811,42,Android,18,6.1,34,7,1,28,5,0,1,Casual Browsers
U02812,31,iOS,16,9.0,48,11,0,20,6,0,1,Casual Browsers
U02813,27,iOS,20,11.7,59,16,4,19,13,0,2,Steady Engagers
U02814,64,Android,10,0.5,18,1,0,35,1,1,3,At-Risk/Dormant
U02815,27,iOS,14,7.5,33,9,1,29,2,0,1,Casual Browsers
U02816,22,Android,11,8.9,34,4,1,33,5,0,1,Casual Browsers
U02817,50,iOS,11,7.1,20,3,0,42,2,0,3,At-Risk/Dormant
U02818,59,iOS,25,13.9,79,17,0,15,11,0,2,Steady Engagers
U02819,24,Web,26,10.0,101,28,3,15,10,0,2,Steady Engagers
U02820,51,iOS,10,3.8,22,2,0,36,1,1,3,At-Risk/Dormant
U02821,43,iOS,28,14.6,91,25,6,7,13,0,0,Power Users
U02822,57,iOS,28,12.5,93,23,4,9,11,0,2,Steady Engagers
U02823,24,Android,18,7.3,44,6,1,19,8,0,1,Casual Browsers
U02824,64,Android,6,6.0,8,2,0,37,6,1,3,At-Risk/Dormant
U02825,47,Web,16,8.6,39,5,2,27,8,0,1,Casual Browsers
U02826,58,Android,20,10.8,48,15,0,22,12,0,1,Casual Browsers
U02827,35,iOS,10,5.8,17,1,0,44,2,0,3,At-Risk/Dormant
U02828,63,Android,28,12.3,83,19,1,16,9,0,2,Steady Engagers
U02829,48,Web,12,2.2,23,0,0,42,2,1,3,At-Risk/Dormant
U02830,24,Android,13,5.4,23,3,0,37,5,1,3,At-Risk/Dormant
U02831,62,Web,2,2.6,5,0,0,51,0,1,3,At-Risk/Dormant
U02832,56,iOS,26,12.6,93,31,6,4,10,0,0,Power Users
U02833,32,Android,13,9.1,34,2,0,34,8,0,1,Casual Browsers
U02834,44,iOS,13,7.4,24,3,0,38,3,0,3,At-Risk/Dormant
U02835,36,iOS,13,6.8,26,2,0,36,4,0,3,At-Risk/Dormant
U02836,44,Android,29,15.9,101,25,6,21,15,0,0,Power Users
U02837,64,Android,15,7.9,49,4,0,27,5,0,1,Casual Browsers
U02838,61,iOS,13,6.2,22,5,0,28,10,0,1,Casual Browsers
U02839,28,iOS,30,14.4,73,18,4,23,13,0,2,Steady Engagers
U02840,64,Android,14,8.5,34,6,1,25,7,0,1,Casual Browsers
U02841,39,Web,13,8.1,42,7,1,31,4,0,1,Casual Browsers
U02842,51,Android,22,15.7,84,17,1,13,11,0,2,Steady Engagers
U02843,54,Android,29,11.5,98,31,2,2,11,0,2,Steady Engagers
U02844,41,iOS,33,15.5,109,28,5,4,8,0,0,Power Users
U02845,39,Android,25,8.8,85,23,2,16,6,0,2,Steady Engagers
U02846,39,Android,24,14.3,89,27,5,8,10,0,2,Steady Engagers
U02847,59,iOS,29,10.1,75,17,4,12,10,0,2,Steady Engagers
U02848,36,Android,24,13.2,65,14,0,23,13,0,2,Steady Engagers
U02849,31,Android,9,6.3,15,1,0,47,6,0,3,At-Risk/Dormant
U02850,35,iOS,7,5.4,27,4,0,41,8,1,3,At-Risk/Dormant
U02851,27,iOS,34,10.9,111,30,4,1,21,0,0,Power Users
U02852,36,Web,7,0.5,8,1,0,49,0,1,3,At-Risk/Dormant
U02853,23,iOS,16,8.1,46,6,2,21,12,0,1,Casual Browsers
U02854,22,iOS,17,9.4,40,6,1,33,4,0,1,Casual Browsers
U02855,52,Android,18,8.1,42,6,0,23,4,0,1,Casual Browsers
U02856,21,iOS,17,7.1,43,6,2,24,7,1,1,Casual Browsers
U02857,45,Android,24,5.4,76,16,3,17,8,0,2,Steady Engagers
U02858,55,Android,30,18.2,107,30,6,0,8,0,0,Power Users
U02859,52,Web,29,12.9,113,33,5,3,12,0,0,Power Users
U02860,39,iOS,24,7.2,63,10,4,20,8,0,2,Steady Engagers
U02861,27,iOS,17,9.3,34,6,0,24,5,0,1,Casual Browsers
U02862,62,Android,15,7.8,34,2,1,34,4,0,3,At-Risk/Dormant
U02863,58,Android,17,8.3,33,3,1,23,4,0,1,Casual Browsers
U02864,47,iOS,22,9.4,55,13,2,23,4,0,1,Casual Browsers
U02865,22,iOS,15,10.4,38,10,1,29,8,0,1,Casual Browsers
U02866,19,iOS,41,6.2,135,21,2,8,8,0,2,Steady Engagers
U02867,33,Android,20,11.2,73,14,0,21,6,0,1,Casual Browsers
U02868,25,Android,8,0.5,23,2,0,35,2,0,3,At-Risk/Dormant
U02869,59,iOS,31,13.2,103,21,5,4,11,0,0,Power Users
U02870,27,iOS,12,6.7,23,3,0,35,6,1,3,At-Risk/Dormant
U02871,31,Android,19,7.3,46,11,2,21,9,0,1,Casual Browsers
U02872,64,Android,23,11.7,61,13,0,19,6,0,1,Casual Browsers
U02873,57,Android,25,4.5,77,18,4,15,8,0,2,Steady Engagers
U02874,28,Android,12,4.3,31,5,1,32,6,0,3,At-Risk/Dormant
U02875,36,iOS,21,8.0,60,12,2,18,6,0,1,Casual Browsers
U02876,42,Android,10,1.3,21,3,0,42,3,0,3,At-Risk/Dormant
U02877,49,iOS,27,9.1,69,11,2,22,3,0,1,Casual Browsers
U02878,62,iOS,30,18.4,84,22,1,13,17,0,2,Steady Engagers
U02879,59,Web,13,8.8,27,2,0,29,8,0,1,Casual Browsers
U02880,64,Web,16,10.3,44,5,2,24,8,0,1,Casual Browsers
U02881,19,Android,5,3.8,9,0,0,41,5,1,3,At-Risk/Dormant
U02882,29,Android,25,6.8,67,16,4,17,9,0,2,Steady Engagers
U02883,45,Android,14,12.0,34,4,0,24,5,0,1,Casual Browsers
U02884,20,iOS,18,13.0,53,10,2,19,9,0,1,Casual Browsers
U02885,35,Android,19,12.7,60,17,4,15,12,0,2,Steady Engagers
U02886,25,Android,19,12.3,52,8,0,20,12,0,1,Casual Browsers
U02887,62,Android,36,18.3,131,36,6,0,16,0,0,Power Users
U02888,21,Android,29,15.1,98,21,1,12,25,0,2,Steady Engagers
U02889,25,iOS,20,10.0,60,13,1,16,5,0,1,Casual Browsers
U02890,27,iOS,29,13.3,86,19,6,3,10,0,2,Steady Engagers
U02891,25,iOS,20,6.1,56,8,1,22,7,0,1,Casual Browsers
U02892,45,Web,18,0.5,57,17,2,24,13,1,1,Casual Browsers
U02893,35,Android,15,8.3,40,8,1,23,4,1,1,Casual Browsers
U02894,61,Android,24,9.8,71,11,1,23,6,0,1,Casual Browsers
U02895,30,Android,20,16.8,77,24,6,9,7,0,2,Steady Engagers
U02896,43,iOS,15,6.6,39,8,2,29,6,0,1,Casual Browsers
U02897,49,iOS,17,10.6,51,8,3,17,7,0,1,Casual Browsers
U02898,48,Android,25,10.7,87,20,1,40,9,0,2,Steady Engagers
U02899,56,Web,23,13.1,86,20,1,11,11,0,2,Steady Engagers
U02900,27,Android,11,3.6,19,3,1,40,10,0,3,At-Risk/Dormant
U02901,42,Android,17,5.1,38,4,2,28,6,0,1,Casual Browsers
U02902,56,iOS,15,4.0,33,4,0,29,1,0,3,At-Risk/Dormant
U02903,59,Web,25,15.3,84,26,3,13,13,0,2,Steady Engagers
U02904,47,iOS,15,4.0,40,7,0,26,7,0,1,Casual Browsers
U02905,49,Web,13,6.9,29,4,0,31,6,1,3,At-Risk/Dormant
U02906,59,Android,21,12.9,60,10,0,16,4,0,1,Casual Browsers
U02907,47,iOS,15,2.7,44,3,0,33,5,0,3,At-Risk/Dormant
U02908,63,Web,29,13.3,108,42,9,33,10,0,0,Power Users
U02909,24,iOS,15,6.9,33,6,2,28,6,0,1,Casual Browsers
U02910,34,Android,37,17.7,129,31,2,5,14,0,0,Power Users
U02911,23,Web,15,10.0,30,4,1,30,2,1,1,Casual Browsers
U02912,22,Android,29,16.6,89,25,4,17,8,0,2,Steady Engagers
U02913,40,Android,19,9.1,39,4,0,25,11,0,1,Casual Browsers
U02914,28,Web,15,10.2,35,5,0,25,5,0,1,Casual Browsers
U02915,37,Web,33,13.5,85,24,4,18,10,0,2,Steady Engagers
U02916,39,Web,14,16.0,36,7,0,24,6,0,1,Casual Browsers
U02917,47,Web,10,6.9,24,6,0,29,1,0,3,At-Risk/Dormant
U02918,63,Android,25,5.8,73,14,3,14,6,0,2,Steady Engagers
U02919,58,Web,13,4.5,26,1,0,36,1,0,3,At-Risk/Dormant
U02920,36,Android,24,13.9,79,21,1,12,14,0,2,Steady Engagers
U02921,33,iOS,19,11.1,52,11,1,19,12,0,1,Casual Browsers
U02922,54,Android,17,9.3,30,5,1,31,3,0,1,Casual Browsers
U02923,23,Web,11,6.2,29,4,0,26,6,1,1,Casual Browsers
U02924,43,iOS,11,9.5,32,8,0,39,5,1,3,At-Risk/Dormant
U02925,38,Web,15,3.0,31,3,0,28,7,0,3,At-Risk/Dormant
U02926,26,Android,18,9.7,38,4,1,22,8,1,1,Casual Browsers
U02927,47,Android,4,0.6,7,2,0,49,2,1,3,At-Risk/Dormant
U02928,33,Android,19,6.8,50,14,0,19,8,0,1,Casual Browsers
U02929,26,Android,11,6.2,25,3,0,33,3,0,3,At-Risk/Dormant
U02930,49,iOS,12,4.6,34,2,1,27,1,0,3,At-Risk/Dormant
U02931,26,Android,21,13.7,61,12,2,16,4,0,1,Casual Browsers
U02932,50,iOS,10,6.2,28,1,0,37,2,1,3,At-Risk/Dormant
U02933,25,Android,11,7.5,16,3,0,40,5,1,3,At-Risk/Dormant
U02934,38,Android,38,14.9,124,22,4,5,11,0,0,Power Users
U02935,56,iOS,12,6.1,19,3,0,39,2,1,3,At-Risk/Dormant
U02936,28,Android,18,8.0,53,9,0,31,7,0,1,Casual Browsers
U02937,54,Android,12,10.0,20,4,0,31,6,0,1,Casual Browsers
U02938,52,Android,25,16.3,62,13,3,21,13,0,2,Steady Engagers
U02939,61,Android,17,3.4,32,5,1,31,6,0,3,At-Risk/Dormant
U02940,26,iOS,7,11.4,16,3,1,34,9,0,1,Casual Browsers
U02941,52,Android,12,5.1,31,2,0,29,2,0,3,At-Risk/Dormant
U02942,62,Android,23,12.8,60,15,1,11,15,0,2,Steady Engagers
U02943,54,iOS,21,13.1,57,5,0,41,7,0,1,Casual Browsers
U02944,27,iOS,11,4.7,33,14,1,29,3,0,3,At-Risk/Dormant
U02945,57,iOS,28,17.4,106,27,5,3,19,0,0,Power Users
U02946,23,Android,7,4.8,11,1,1,40,2,1,3,At-Risk/Dormant
U02947,46,Web,2,2.2,3,0,0,44,4,1,3,At-Risk/Dormant
U02948,41,Android,23,9.6,61,14,2,17,10,0,2,Steady Engagers
U02949,43,Android,12,6.0,24,1,0,32,10,0,1,Casual Browsers
U02950,42,Web,19,9.8,41,9,2,25,12,0,1,Casual Browsers
U02951,19,iOS,31,18.0,125,43,6,0,15,0,0,Power Users
U02952,42,iOS,21,13.5,57,8,1,28,8,0,1,Casual Browsers
U02953,62,Web,19,15.5,51,16,2,12,17,0,2,Steady Engagers
U02954,38,Android,16,6.8,43,6,0,21,4,1,1,Casual Browsers
U02955,31,Web,11,4.4,26,5,2,26,9,0,1,Casual Browsers
U02956,65,iOS,12,9.5,38,11,1,33,5,0,1,Casual Browsers
U02957,22,Android,17,6.0,38,7,1,27,6,0,1,Casual Browsers
U02958,41,Android,29,16.4,100,30,3,0,17,0,0,Power Users
U02959,42,Android,32,12.1,102,23,3,5,12,0,2,Steady Engagers
U02960,40,Web,26,17.4,78,12,2,11,15,0,2,Steady Engagers
U02961,62,Android,25,15.2,71,18,2,11,7,0,2,Steady Engagers
U02962,38,Android,10,4.1,20,1,1,31,3,0,3,At-Risk/Dormant
U02963,64,iOS,11,5.0,28,5,1,27,5,0,3,At-Risk/Dormant
U02964,21,iOS,20,9.0,48,4,2,17,11,0,1,Casual Browsers
U02965,53,Android,26,7.7,81,19,2,15,14,0,2,Steady Engagers
U02966,46,Web,10,5.5,17,0,0,37,4,1,3,At-Risk/Dormant
U02967,29,iOS,31,12.9,85,21,3,13,10,0,2,Steady Engagers
U02968,28,Web,23,9.3,59,12,1,17,10,0,2,Steady Engagers
U02969,52,Android,13,4.6,24,7,0,33,3,0,3,At-Risk/Dormant
U02970,48,Android,28,11.9,102,25,3,4,7,0,2,Steady Engagers
U02971,47,iOS,24,8.9,63,11,2,20,8,0,1,Casual Browsers
U02972,20,Android,26,15.9,65,9,0,11,7,0,2,Steady Engagers
U02973,46,iOS,20,12.1,55,13,1,8,6,0,2,Steady Engagers
U02974,65,Android,12,4.1,36,5,1,39,2,0,3,At-Risk/Dormant
U02975,18,iOS,27,12.9,106,29,2,13,14,0,2,Steady Engagers
U02976,40,Web,19,8.3,61,12,0,18,10,0,1,Casual Browsers
U02977,41,Web,20,10.4,57,12,1,25,9,0,1,Casual Browsers
U02978,61,Web,36,13.3,131,30,5,0,16,0,0,Power Users
U02979,31,Web,37,14.5,117,29,4,4,12,0,0,Power Users
U02980,40,Android,35,15.7,156,51,7,0,10,0,0,Power Users
U02981,52,Android,12,10.8,39,8,1,31,6,1,1,Casual Browsers
U02982,20,Web,34,8.9,94,19,4,13,12,0,2,Steady Engagers
U02983,56,Web,36,10.4,96,20,6,15,17,0,0,Power Users
U02984,57,Web,12,7.3,25,7,0,38,11,0,1,Casual Browsers
U02985,52,iOS,12,9.0,31,3,0,28,10,1,1,Casual Browsers
U02986,49,Android,35,20.8,133,36,8,0,15,0,0,Power Users
U02987,53,Web,9,5.4,36,3,2,32,4,1,3,At-Risk/Dormant
U02988,55,Web,10,7.4,28,3,0,30,4,1,3,At-Risk/Dormant
U02989,61,iOS,15,6.7,39,7,0,31,8,0,1,Casual Browsers
U02990,38,Web,9,9.6,19,0,0,36,9,0,3,At-Risk/Dormant
U02991,39,iOS,11,9.9,29,4,0,30,6,0,1,Casual Browsers
U02992,48,Web,8,6.7,12,0,0,40,2,1,3,At-Risk/Dormant
U02993,27,Android,20,12.7,51,9,1,18,6,0,1,Casual Browsers
U02994,59,Web,9,6.3,21,2,0,33,6,1,3,At-Risk/Dormant
U02995,54,Android,16,7.3,40,6,0,30,7,1,1,Casual Browsers
U02996,48,Android,29,8.0,84,20,1,19,9,0,2,Steady Engagers
U02997,32,Android,19,8.4,46,10,0,23,7,0,1,Casual Browsers
U02998,34,iOS,9,6.9,15,4,0,38,6,0,3,At-Risk/Dormant
U02999,38,Android,36,18.3,122,32,5,17,20,0,0,Power Users
U03000,49,Web,23,10.3,52,8,1,28,8,0,1,Casual Browsers
U03001,55,iOS,24,12.1,79,25,2,13,16,0,2,Steady Engagers
U03002,50,Web,20,13.2,38,6,0,24,8,0,1,Casual Browsers
U03003,62,Android,18,12.1,52,15,1,17,11,0,2,Steady Engagers
U03004,64,Android,23,12.5,54,13,0,15,17,0,2,Steady Engagers
U03005,51,iOS,11,13.4,19,5,0,32,7,0,1,Casual Browsers
U03006,35,iOS,23,11.1,65,13,2,17,20,0,2,Steady Engagers
U03007,46,iOS,9,6.0,30,2,0,47,8,1,3,At-Risk/Dormant
U03008,38,Web,32,9.0,97,22,2,13,13,0,2,Steady Engagers
U03009,48,Web,20,11.2,58,13,1,20,10,0,1,Casual Browsers
U03010,56,iOS,30,13.4,87,20,3,11,11,0,2,Steady Engagers
U03011,35,Web,25,10.9,64,13,3,12,14,0,2,Steady Engagers
U03012,42,iOS,18,11.9,48,12,2,18,8,0,1,Casual Browsers
U03013,20,iOS,32,19.5,109,35,9,0,15,0,0,Power Users
U03014,53,Android,22,12.3,61,12,3,12,9,0,2,Steady Engagers
U03015,41,Android,47,12.1,152,49,9,0,20,0,0,Power Users
U03016,40,Android,9,15.8,28,3,0,24,11,0,1,Casual Browsers
U03017,43,iOS,10,2.7,24,3,0,32,1,1,3,At-Risk/Dormant
U03018,28,iOS,31,12.2,101,23,1,5,8,0,2,Steady Engagers
U03019,46,Android,4,0.6,13,1,0,37,0,0,3,At-Risk/Dormant
U03020,53,iOS,24,10.2,74,12,1,21,16,0,2,Steady Engagers
U03021,34,Android,28,15.5,94,30,5,2,9,0,0,Power Users
U03022,24,Android,12,6.6,27,4,0,35,1,0,3,At-Risk/Dormant
U03023,36,Web,29,10.2,82,16,4,16,8,0,2,Steady Engagers
U03024,27,Android,10,6.3,27,3,0,39,2,0,3,At-Risk/Dormant
U03025,35,Android,35,17.4,129,50,7,0,9,0,0,Power Users
U03026,48,iOS,25,7.4,57,9,0,18,9,0,1,Casual Browsers
U03027,23,Android,8,0.5,17,1,0,44,1,1,3,At-Risk/Dormant
U03028,53,iOS,25,10.4,80,22,3,10,6,0,2,Steady Engagers
U03029,28,Web,9,7.3,27,3,0,37,3,0,3,At-Risk/Dormant
U03030,60,iOS,6,0.5,8,0,0,53,2,1,3,At-Risk/Dormant
U03031,53,iOS,24,6.3,56,9,2,22,8,0,1,Casual Browsers
U03032,31,Android,38,14.8,132,28,5,2,16,0,0,Power Users
U03033,45,iOS,9,6.9,22,1,0,33,9,0,3,At-Risk/Dormant
U03034,23,Android,20,11.4,65,16,2,7,15,0,2,Steady Engagers
U03035,22,Android,31,16.6,104,27,6,4,7,0,0,Power Users
U03036,63,Web,33,14.0,117,30,2,17,14,0,2,Steady Engagers
U03037,56,Android,28,11.1,73,21,4,9,5,0,2,Steady Engagers
U03038,25,iOS,34,10.5,124,37,7,21,14,0,0,Power Users
U03039,31,Android,22,15.7,62,17,2,10,8,0,2,Steady Engagers
U03040,27,Web,11,8.2,17,2,0,38,3,0,3,At-Risk/Dormant
U03041,36,Android,41,16.3,125,32,10,1,16,0,0,Power Users
U03042,31,Android,24,9.6,73,21,5,11,5,0,2,Steady Engagers
U03043,33,Web,23,21.3,103,29,4,5,9,0,0,Power Users
U03044,43,iOS,21,6.0,48,9,1,28,11,0,1,Casual Browsers
U03045,27,Web,21,8.4,58,8,0,24,7,0,1,Casual Browsers
U03046,60,Android,18,11.6,42,5,0,34,4,0,1,Casual Browsers
U03047,52,iOS,9,7.3,21,2,0,31,6,0,3,At-Risk/Dormant
U03048,54,Web,12,9.8,33,4,2,34,5,1,1,Casual Browsers
U03049,26,iOS,13,6.0,38,6,1,23,3,0,1,Casual Browsers
U03050,51,iOS,6,0.5,12,1,0,53,1,0,3,At-Risk/Dormant
U03051,58,Android,23,12.2,64,11,1,16,11,0,2,Steady Engagers
U03052,26,iOS,17,5.4,40,7,1,35,4,0,3,At-Risk/Dormant
U03053,54,Web,12,12.4,30,6,0,34,1,0,3,At-Risk/Dormant
U03054,35,iOS,26,7.4,74,15,4,20,7,0,2,Steady Engagers
U03055,55,Web,14,9.0,31,8,0,20,7,0,1,Casual Browsers
U03056,40,iOS,11,7.1,23,3,0,32,3,0,3,At-Risk/Dormant
U03057,56,iOS,13,6.8,39,6,1,28,10,0,1,Casual Browsers
U03058,25,Android,21,12.6,57,12,2,10,14,0,2,Steady Engagers
U03059,36,iOS,24,8.8,60,11,2,21,9,0,1,Casual Browsers
U03060,31,Web,16,16.0,50,7,2,18,7,0,1,Casual Browsers
U03061,29,iOS,13,3.5,31,5,0,38,4,1,3,At-Risk/Dormant
U03062,32,Android,20,4.7,53,17,3,28,8,0,1,Casual Browsers
U03063,36,iOS,3,3.9,10,2,0,46,2,1,3,At-Risk/Dormant
U03064,24,iOS,31,15.5,113,40,5,0,11,0,0,Power Users
U03065,51,Web,20,5.2,41,7,3,24,6,0,1,Casual Browsers
U03066,44,Android,40,17.8,132,34,6,0,14,0,0,Power Users
U03067,57,Android,24,13.7,75,18,3,15,13,0,2,Steady Engagers
U03068,51,Android,6,2.5,9,1,1,40,2,1,3,At-Risk/Dormant
U03069,25,Android,30,12.2,107,24,5,0,11,0,0,Power Users
U03070,21,Web,7,4.1,6,0,0,48,1,1,3,At-Risk/Dormant
U03071,38,Android,17,10.3,63,9,0,28,10,0,1,Casual Browsers
U03072,41,iOS,28,11.1,71,12,3,16,12,0,2,Steady Engagers
U03073,29,Android,12,8.6,27,4,0,27,7,0,1,Casual Browsers
U03074,55,Android,9,6.5,14,1,0,33,3,1,3,At-Risk/Dormant
U03075,45,Web,40,16.5,154,45,8,5,22,0,0,Power Users
U03076,53,iOS,35,19.3,125,31,5,5,20,0,0,Power Users
U03077,23,Android,25,13.9,80,13,2,11,15,0,2,Steady Engagers
U03078,57,Android,34,10.5,127,39,5,1,15,0,0,Power Users
U03079,27,Web,12,5.1,25,1,0,32,3,1,3,At-Risk/Dormant
U03080,39,Web,22,7.0,59,5,0,34,3,0,1,Casual Browsers
U03081,39,Android,8,5.0,14,1,0,32,4,0,3,At-Risk/Dormant
U03082,57,iOS,33,18.5,115,33,9,1,13,0,0,Power Users
U03083,31,Android,28,14.9,94,26,2,6,10,0,2,Steady Engagers
U03084,29,iOS,32,13.1,101,33,4,0,12,0,0,Power Users
U03085,34,Android,21,9.6,60,16,1,20,7,0,1,Casual Browsers
U03086,35,Web,20,7.9,56,10,1,44,11,1,1,Casual Browsers
U03087,26,Web,4,2.2,11,2,0,41,6,1,3,At-Risk/Dormant
U03088,26,Android,26,18.0,88,22,5,4,8,0,2,Steady Engagers
U03089,29,iOS,5,5.6,17,2,0,38,2,0,3,At-Risk/Dormant
U03090,40,Android,33,16.1,134,32,5,5,14,0,0,Power Users
U03091,34,Android,17,9.0,37,6,2,30,1,0,1,Casual Browsers
U03092,36,Android,27,13.6,83,18,2,16,4,0,2,Steady Engagers
U03093,52,Android,16,10.8,42,8,0,26,4,0,1,Casual Browsers
U03094,29,Web,10,9.8,27,6,0,33,1,0,3,At-Risk/Dormant
U03095,61,Android,20,14.1,68,17,4,10,8,0,2,Steady Engagers
U03096,54,Web,2,0.5,2,1,0,46,0,1,3,At-Risk/Dormant
U03097,26,Android,9,12.9,18,6,0,27,5,0,1,Casual Browsers
U03098,33,iOS,7,6.1,11,1,0,36,3,1,3,At-Risk/Dormant
U03099,26,iOS,14,2.5,29,4,0,33,3,0,3,At-Risk/Dormant
U03100,31,Web,20,9.6,61,15,3,20,13,0,2,Steady Engagers
U03101,35,Android,15,6.4,29,5,0,30,3,1,3,At-Risk/Dormant
U03102,24,Android,7,5.7,22,1,0,52,1,1,3,At-Risk/Dormant
U03103,18,iOS,14,4.4,27,3,0,34,9,0,3,At-Risk/Dormant
U03104,39,iOS,16,5.7,48,6,0,23,8,0,1,Casual Browsers
U03105,51,iOS,9,5.4,16,1,0,48,4,1,3,At-Risk/Dormant
U03106,32,Android,29,11.9,95,29,1,8,13,0,2,Steady Engagers
U03107,59,Android,33,12.2,112,37,3,13,17,0,0,Power Users
U03108,35,Web,5,6.4,11,0,0,39,4,0,3,At-Risk/Dormant
U03109,61,iOS,11,2.5,29,2,0,31,6,1,3,At-Risk/Dormant
U03110,29,iOS,14,5.5,44,4,0,34,1,0,3,At-Risk/Dormant
U03111,43,Android,16,5.2,31,7,1,34,8,0,1,Casual Browsers
U03112,54,Android,15,5.0,21,1,0,49,1,0,3,At-Risk/Dormant
U03113,20,Web,3,1.3,7,2,0,41,0,1,3,At-Risk/Dormant
U03114,62,iOS,10,6.4,22,3,1,37,4,1,3,At-Risk/Dormant
U03115,35,Android,38,17.0,140,37,3,4,17,0,0,Power Users
U03116,41,Web,10,5.9,25,4,1,26,7,0,1,Casual Browsers
U03117,48,iOS,24,14.1,92,25,5,7,13,0,0,Power Users
U03118,48,Android,23,8.4,67,11,2,29,9,0,1,Casual Browsers
U03119,19,Android,15,12.1,33,12,0,29,6,0,1,Casual Browsers
U03120,59,iOS,14,8.5,38,3,1,34,6,0,1,Casual Browsers
U03121,47,Android,19,3.7,48,11,0,26,5,0,1,Casual Browsers
U03122,65,iOS,14,15.6,50,12,2,24,6,0,1,Casual Browsers
U03123,40,iOS,29,14.3,85,15,1,10,10,0,2,Steady Engagers
U03124,47,Android,18,8.2,46,7,1,43,8,0,1,Casual Browsers
U03125,39,Web,13,6.6,27,3,0,28,5,0,3,At-Risk/Dormant
U03126,60,Android,11,9.4,31,6,0,29,6,0,1,Casual Browsers
U03127,57,Android,23,14.2,75,18,2,11,8,0,2,Steady Engagers
U03128,61,iOS,18,17.0,58,19,2,7,11,0,2,Steady Engagers
U03129,42,iOS,34,9.7,92,24,0,15,9,0,2,Steady Engagers
U03130,55,Android,36,7.9,101,25,4,7,8,0,2,Steady Engagers
U03131,35,iOS,12,9.7,33,8,2,25,7,0,1,Casual Browsers
U03132,40,Web,6,2.9,17,2,0,48,2,1,3,At-Risk/Dormant
U03133,54,Web,11,5.3,25,7,0,37,3,0,3,At-Risk/Dormant
U03134,21,Web,17,7.9,45,4,0,36,5,0,1,Casual Browsers
U03135,52,Android,14,3.8,32,2,0,36,3,0,3,At-Risk/Dormant
U03136,18,Android,15,13.6,38,8,2,19,13,0,1,Casual Browsers
U03137,45,iOS,19,10.6,46,16,3,27,4,0,1,Casual Browsers
U03138,40,Android,19,10.9,61,9,1,17,11,0,1,Casual Browsers
U03139,40,iOS,12,0.5,24,3,0,39,2,0,3,At-Risk/Dormant
U03140,41,Android,7,1.1,19,2,0,46,3,1,3,At-Risk/Dormant
U03141,41,Android,21,11.5,65,6,2,24,8,0,1,Casual Browsers
U03142,37,Android,23,9.4,71,16,2,13,15,0,2,Steady Engagers
U03143,39,Android,19,12.7,51,17,2,14,13,0,2,Steady Engagers
U03144,45,Android,30,15.8,91,17,3,12,7,0,2,Steady Engagers
U03145,54,iOS,31,14.8,112,29,6,12,17,0,0,Power Users
U03146,44,iOS,31,15.8,122,35,8,2,10,0,0,Power Users
U03147,48,Android,9,9.7,25,4,1,42,5,0,3,At-Risk/Dormant
